Выбранная строка,Т/плана предупр.ТОРО,ПозПредупредТОРО,ПланПредупрТОРО,strategy,Планирующий завод,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Название технического объекта,Вид работы ТОРО,Вид заказа,Тип техкарты,СчетГруппТехкарт,Группа,Название технического места,Техническое место,strategy_str,updated-counter
,PM,327782,100000135525,2-0824,1400,Техническое обслуживание 6,100,100000084404,Самосвал карьерный 730E-8 №21,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0824_str,О6
,PM,327783,100000135526,2-0825,1400,Замена генератора,100,100000084404,Самосвал карьерный 730E-8 №21,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0825_str,ЗН
,PM,327784,100000135527,2-0826,1400,ТР кузова,100,100000084404,Самосвал карьерный 730E-8 №21,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0826_str,ТЗ
,PM,327785,100000135527,2-0826,1400,Замена кузова,100,100000084404,Самосвал карьерный 730E-8 №21,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0826_str,ЗЗ
,PM,327786,100000135528,2-0827,1400,Замена мотора обдува резистора,100,100000084404,Самосвал карьерный 730E-8 №21,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0827_str,МО
,PM,327787,100000135529,2-0828,1400,ТР подвески,100,100000084404,Самосвал карьерный 730E-8 №21,ТР,APP1,A,РП,S0003680,Самосвал карьерный №21,05-KAR-UTTR-K809,2-0828_str,РП
,PM,327788,100000135530,1-2007,1400,Текущий ремонт,100,100000084405,Самосвал карьерный 730E-8 №22,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,1-2007_str,ТР
,PM,327789,100000135531,2-0442,1400,Замена двигателя,100,100000084405,Самосвал карьерный 730E-8 №22,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0442_str,ЗД
,PM,327790,100000135532,2-0571,1400,Замена мотор-колеса,100,100000084405,Самосвал карьерный 730E-8 №22,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0571_str,МЗ
,PM,327791,100000135533,2-0824,1400,Техническое обслуживание 10,100,100000084405,Самосвал карьерный 730E-8 №22,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,ТД
,PM,327792,100000135533,2-0824,1400,Техническое обслуживание 7,100,100000084405,Самосвал карьерный 730E-8 №22,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О7
,PM,327793,100000135533,2-0824,1400,Техническое обслуживание 8,100,100000084405,Самосвал карьерный 730E-8 №22,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О8
,PM,327794,100000135533,2-0824,1400,Техническое обслуживание 9,100,100000084405,Самосвал карьерный 730E-8 №22,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О9
,PM,327795,100000135533,2-0824,1400,Техническое обслуживание 1,100,100000084405,Самосвал карьерный 730E-8 №22,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О1
,PM,327796,100000135533,2-0824,1400,Техническое обслуживание 2,100,100000084405,Самосвал карьерный 730E-8 №22,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О2
,PM,327797,100000135533,2-0824,1400,Техническое обслуживание 3,100,100000084405,Самосвал карьерный 730E-8 №22,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О3
,PM,327798,100000135533,2-0824,1400,Техническое обслуживание 4,100,100000084405,Самосвал карьерный 730E-8 №22,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О4
,PM,327799,100000135533,2-0824,1400,Техническое обслуживание 5,100,100000084405,Самосвал карьерный 730E-8 №22,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О5
,PM,327800,100000135533,2-0824,1400,Техническое обслуживание 6,100,100000084405,Самосвал карьерный 730E-8 №22,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0824_str,О6
,PM,327801,100000135534,2-0825,1400,Замена генератора,100,100000084405,Самосвал карьерный 730E-8 №22,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0825_str,ЗН
,PM,327802,100000135535,2-0826,1400,ТР кузова,100,100000084405,Самосвал карьерный 730E-8 №22,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0826_str,ТЗ
,PM,327803,100000135535,2-0826,1400,Замена кузова,100,100000084405,Самосвал карьерный 730E-8 №22,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0826_str,ЗЗ
,PM,327804,100000135536,2-0827,1400,Замена мотора обдува резистора,100,100000084405,Самосвал карьерный 730E-8 №22,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0827_str,МО
,PM,327805,100000135537,2-0828,1400,ТР подвески,100,100000084405,Самосвал карьерный 730E-8 №22,ТР,APP1,A,РП,S0003680,Самосвал карьерный №22,05-KAR-UTTR-K810,2-0828_str,РП
,PM,327806,100000135538,1-2007,1400,Текущий ремонт,100,100000084406,Самосвал карьерный 730E-8 №23,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,1-2007_str,ТР
,PM,327807,100000135539,2-0442,1400,Замена двигателя,100,100000084406,Самосвал карьерный 730E-8 №23,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0442_str,ЗД
,PM,327808,100000135540,2-0571,1400,Замена мотор-колеса,100,100000084406,Самосвал карьерный 730E-8 №23,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0571_str,МЗ
,PM,327809,100000135541,2-0824,1400,Техническое обслуживание 10,100,100000084406,Самосвал карьерный 730E-8 №23,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,ТД
,PM,327810,100000135541,2-0824,1400,Техническое обслуживание 7,100,100000084406,Самосвал карьерный 730E-8 №23,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О7
,PM,327811,100000135541,2-0824,1400,Техническое обслуживание 8,100,100000084406,Самосвал карьерный 730E-8 №23,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О8
,PM,327812,100000135541,2-0824,1400,Техническое обслуживание 9,100,100000084406,Самосвал карьерный 730E-8 №23,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О9
,PM,327813,100000135541,2-0824,1400,Техническое обслуживание 1,100,100000084406,Самосвал карьерный 730E-8 №23,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О1
,PM,327814,100000135541,2-0824,1400,Техническое обслуживание 2,100,100000084406,Самосвал карьерный 730E-8 №23,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О2
,PM,327815,100000135541,2-0824,1400,Техническое обслуживание 3,100,100000084406,Самосвал карьерный 730E-8 №23,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О3
,PM,327816,100000135541,2-0824,1400,Техническое обслуживание 4,100,100000084406,Самосвал карьерный 730E-8 №23,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О4
,PM,327817,100000135541,2-0824,1400,Техническое обслуживание 5,100,100000084406,Самосвал карьерный 730E-8 №23,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О5
,PM,327818,100000135541,2-0824,1400,Техническое обслуживание 6,100,100000084406,Самосвал карьерный 730E-8 №23,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0824_str,О6
,PM,327819,100000135542,2-0825,1400,Замена генератора,100,100000084406,Самосвал карьерный 730E-8 №23,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0825_str,ЗН
,PM,327820,100000135543,2-0826,1400,ТР кузова,100,100000084406,Самосвал карьерный 730E-8 №23,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0826_str,ТЗ
,PM,327821,100000135543,2-0826,1400,Замена кузова,100,100000084406,Самосвал карьерный 730E-8 №23,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0826_str,ЗЗ
,PM,327822,100000135544,2-0827,1400,Замена мотора обдува резистора,100,100000084406,Самосвал карьерный 730E-8 №23,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0827_str,МО
,PM,327823,100000135545,2-0828,1400,ТР подвески,100,100000084406,Самосвал карьерный 730E-8 №23,ТР,APP1,A,РП,S0003680,Самосвал карьерный №23,05-KAR-UTTR-K811,2-0828_str,РП
,PM,327824,100000135546,1-2007,1400,Текущий ремонт,100,100000084407,Самосвал карьерный 730E-8 №24,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,1-2007_str,ТР
,PM,327825,100000135547,2-0442,1400,Замена двигателя,100,100000084407,Самосвал карьерный 730E-8 №24,ЗМН,APP1,A,ЗД,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0442_str,ЗД
,PM,327826,100000135548,2-0571,1400,Замена мотор-колеса,100,100000084407,Самосвал карьерный 730E-8 №24,ЗМН,APP1,A,МЗ,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0571_str,МЗ
,PM,327827,100000135549,2-0824,1400,Техническое обслуживание 10,100,100000084407,Самосвал карьерный 730E-8 №24,ТД,APP1,A,ТД,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,ТД
,PM,327828,100000135549,2-0824,1400,Техническое обслуживание 7,100,100000084407,Самосвал карьерный 730E-8 №24,ТО7,APP1,A,О7,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О7
,PM,327829,100000135549,2-0824,1400,Техническое обслуживание 8,100,100000084407,Самосвал карьерный 730E-8 №24,ТО8,APP1,A,О8,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О8
,PM,327830,100000135549,2-0824,1400,Техническое обслуживание 9,100,100000084407,Самосвал карьерный 730E-8 №24,ТО9,APP1,A,О9,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О9
,PM,327831,100000135549,2-0824,1400,Техническое обслуживание 1,100,100000084407,Самосвал карьерный 730E-8 №24,ТО1,APP1,A,О1,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О1
,PM,327832,100000135549,2-0824,1400,Техническое обслуживание 2,100,100000084407,Самосвал карьерный 730E-8 №24,ТО2,APP1,A,О2,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О2
,PM,327833,100000135549,2-0824,1400,Техническое обслуживание 3,100,100000084407,Самосвал карьерный 730E-8 №24,ТО3,APP1,A,О3,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О3
,PM,327834,100000135549,2-0824,1400,Техническое обслуживание 4,100,100000084407,Самосвал карьерный 730E-8 №24,ТО4,APP1,A,О4,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О4
,PM,327835,100000135549,2-0824,1400,Техническое обслуживание 5,100,100000084407,Самосвал карьерный 730E-8 №24,ТО5,APP1,A,О5,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О5
,PM,327836,100000135549,2-0824,1400,Техническое обслуживание 6,100,100000084407,Самосвал карьерный 730E-8 №24,ТО6,APP1,A,О6,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0824_str,О6
,PM,327837,100000135550,2-0825,1400,Замена генератора,100,100000084407,Самосвал карьерный 730E-8 №24,ЗМН,APP1,A,ЗН,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0825_str,ЗН
,PM,327838,100000135551,2-0826,1400,ТР кузова,100,100000084407,Самосвал карьерный 730E-8 №24,ТР,APP1,A,ТЗ,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0826_str,ТЗ
,PM,327839,100000135551,2-0826,1400,Замена кузова,100,100000084407,Самосвал карьерный 730E-8 №24,ЗМН,APP1,A,ЗЗ,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0826_str,ЗЗ
,PM,327840,100000135552,2-0827,1400,Замена мотора обдува резистора,100,100000084407,Самосвал карьерный 730E-8 №24,ЗМН,APP1,A,МО,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0827_str,МО
,PM,327841,100000135553,2-0828,1400,ТР подвески,100,100000084407,Самосвал карьерный 730E-8 №24,ТР,APP1,A,РП,S0003680,Самосвал карьерный №24,05-KAR-UTTR-K812,2-0828_str,РП
,PM,327842,100000135554,1-2007,1400,Текущий ремонт,100,100000084408,Самосвал карьерный 730E-8 №25,ТР,APP1,A,ТР,S0003680,Самосвал карьерный №25,05-KAR-UTTR-K813,1-2007_str,ТР
