БЕ,класс ео,Модель оборудования,Наименование оборудования,strategy_str_counter,Группа,СчетГруппТехкарт,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Текст цикла ПредупрТОРО,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №09,2-0440_strТО,B0000020,ТО,100000063634,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №09,2-0440_strТР,B0000020,ТР,100000063634,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №10,2-0440_strТО,B0000020,ТО,100000063635,Экскаватор электрический ЭКГ-10№10 энерг,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №10,2-0440_strТР,B0000020,ТР,100000063635,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №21,2-0440_strТО,B0000020,ТО,100000063636,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №21,2-0440_strТР,B0000020,ТР,100000063636,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №28,2-0440_strТО,B0000020,ТО,100000063637,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №28,2-0440_strТР,B0000020,ТР,100000063637,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №32,2-0440_strТО,B0000020,ТО,100000063638,Техническое обслуживание,Техническое обслуживание,B0000020_strТО,"33,000","33,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №32,2-0440_strТР,B0000020,ТР,100000063638,Текущий ремонт,Текущий ремонт,B0000020_strТР,"1 300,000","118,200"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,2-0696_strК1,B0000020,К1,100000063639,Капитальный ремонт эл. двигателей напора,Капитальный ремонт 1,B0000020_strК1,"532,000","133,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,2-0696_strК2,B0000020,К2,100000063639,Капитальный ремонт эл.  двигатель обдува,Капитальный ремонт 2,B0000020_strК2,"1 632,000","204,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,2-0696_strК3,B0000020,К3,100000063639,Капитальный ремонт эл. двигателей поворо,Капитальный ремонт 3,B0000020_strК3,"1 120,300","224,100"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,2-0696_strК4,B0000020,К4,100000063639,"Капитальный ремонт трансформатор, собст.",Капитальный ремонт 4,B0000020_strК4,"258,000","258,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,2-0696_strК1,B0000020,К1,100000063640,Капитальный ремонт эл. двигателей напора,Капитальный ремонт 1,B0000020_strК1,"532,000","133,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,2-0696_strК2,B0000020,К2,100000063640,Капитальный ремонт эл.  двигатель обдува,Капитальный ремонт 2,B0000020_strК2,"1 632,000","204,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,2-0696_strК3,B0000020,К3,100000063640,Капитальный ремонт эл. двигателей поворо,Капитальный ремонт 3,B0000020_strК3,"1 120,300","224,100"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,2-0696_strК4,B0000020,К4,100000063640,"Капитальный ремонт трансформатор, собст.",Капитальный ремонт 4,B0000020_strК4,"258,000","258,000"
Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №29,2-0696_strК1,B0000020,К1,100000063641,Капитальный ремонт эл. двигателей напора,Капитальный ремонт 1,B0000020_strК1,"532,000","133,000"
